ST,YEAR,POPULA,INCOME,BRANCH,NOFACIL,N_TOTLN,N_TOTRE,N_REFRM,N_RERES,N_REOTH,N_COLLAT,N_OTHLN,N_OTHLNI,N_TOTINV,N_GOVTSEC,N_OTHSEC,N_CASH,N_OTHASS,N_TOTASS,N_TOTDEP,N_DEPIBK,N_DEPGOVT,N_DEPOTHD,N_DEPOTHT,N_BORR,N_BKNOTES,N_OTHLIAB,N_CAP,N_SURP,N_TOTLIAB,N_NOBNKS,A_TOTLN,A_TOTRE,A_REFRM,A_RERES,A_REOTH,A_OTHLNI,A_TOTINV,A_GOVTSEC,A_OTHSEC,A_CASH,A_OTHASS,A_TOTASS,A_TOTDEP,A_DEPIBK,A_DEPGOVT,A_DEPOTHD,A_DEPOTHT,A_BORR,A_BKNOTES,A_OTHLIAB,A_CAP,A_SURP,A_TOTLIAB,A_NOBNKS,N_INTD,N_INTDLN,N_INTDINV,N_INTIBK,N_XCCOLL,N_FXPROF,N_INSUR,N_TRUST,N_SECPROF,N_OTHEARN,N_GRSEARN,N_SALARY,N_INTDBOR,N_INTDEP,N_INTBKD,N_INTDD,N_INTTD,N_TAX,N_OTHEXP,N_TOTEXP,N_RECCOA,N_RECLD,N_RECSEC,N_CHGLN,N_CHGSEC,N_CHGFIX,N_CHGTRU,N_OTHLOSS,N_CHGFX,N_CHGTOT,N_DIVID,N_FAIL,C_FAIL,N_FAILASS,C_FAILASS,A_DEBITS
IN,1944,3622035,-1,-1,-1,140735,50705,5600,39805,5300,-3,9176,8859,771291,741187,30104,341806,11423,1265255,1195923,100014,166114,706439,223356,0,0,2196,26113,41023,1265255,124,295072,139492,28084,97502,13906,12410,1381538,1327135,54403,607919,21022,2305551,2167340,112187,243805,1294582,516766,1,0,3762,56849,77599,2305551,499,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
KS,1944,1842034,-1,-1,-1,82469,8814,4065,3885,864,-3,6172,7111,374850,367031,7819,223459,6032,686810,650914,86064,86472,431182,47196,0,0,1095,14915,19886,686810,176,163358,25069,10086,12906,2077,7965,607515,597605,9910,397014,9229,1177116,1107646,94453,124644,788448,100101,24,0,1372,29355,38719,1177116,623,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
KY,1944,2884891,-1,-1,-1,117266,17229,4912,9909,2408,-3,14145,13397,348972,335762,13210,161766,4797,632801,595981,101945,94705,324618,74713,25,0,1482,12916,22397,632801,94,222311,52360,20605,24310,7445,19393,667253,646697,20556,308467,10298,1208329,1124011,127622,169773,686042,140574,150,0,3411,33999,46758,1208329,391,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA,1944,2486892,-1,-1,-1,116322,10758,1263,5941,3554,-3,13506,0,497567,491027,6540,252531,17496,883916,835867,154616,88638,482648,109965,0,0,5723,16736,25590,883916,32,159856,24014,4957,12902,6155,15864,645883,637936,7947,383046,21120,1209905,1140500,170506,117311,696009,156674,0,0,6330,26281,36794,1209905,148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MA,1944,4462524,-1,-1,-1,607255,50699,602,29295,20802,-3,34128,82260,1907370,1861435,45935,583943,41140,3139708,2885442,280499,707185,1577702,320056,2035,0,33166,72845,146220,3139708,124,1663271,967158,6093,748960,212105,42629,4395792,4031105,364687,853007,99637,7011707,6383786,310181,913197,2185779  2,974629,4735,0,49468   1,8602,465116,7011707,389,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MD,1944,2014327,-1,-1,-1,106698,17553,3287,11524,2742,-3,6633,4866,450088,437203,12885,177705,7641,742132,702029,75586,164001,346229,116213,25,0,2973,13277,23828,742132,63,313753,82876,8998,51339,22539,16492,1218735,1159850,58885,362913,27510,1922911,1791018,103372,367711,749511,570424,25,0,5832,34353,91683,1922911,186,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ME,1944,873243,-1,-1,-1,23412,7565,477,5366,1722,-3,4418,1818,154308,143793,10515,45371,1949,225040,205617,6487,29045,99095,70990,0,0,420,7717,11286,225040,35,78471,43850,1602,34979,7269,6880,419130,365108,54022,91399,8547,597547,539643,8795,43610,179424,307814,0,0,857,15699,41348,597547,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MI,1944,5676784,-1,-1,-1,289959,79764,2306,65958,11500,-3,10164,21077,1664062,1599313,64749,516965,15624,2486610,2385130,138969,431913,1325083,489165,0,0,6546,38463,56471,2486610,75,539721,210823,17836,166989,25998,13740,2834650,2724606,110044,899002,34264,4307637,4095556,161159,563193,2101685  1,269519,0,0,11103,87957,113021,4307637,446,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MN,1944,2866873,-1,-1,-1,244544,41822,4698,34437,2687,-3,29842,23288,1044782,1015028,29754,392295,15651,1697272,1595435,257032,312343,745196,280864,0,0,6649,36471,58717,1697272,184,372342,115349,21960,80956,12433,32287,1400579,1348148,52431,508009,21005,2301935,2157382,260352,344143,979969,572918,0,0,7186,51730,85637,2301935,673,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MO,1944,3851765,-1,-1,-1,241024,39815,3057,32131,4627,-3,22411,22922,768795,742981,25814,377336,9203,1396358,1323965,367982,191695,627488,136800,0,0,4027,28159,40207,1396358,81,594973,150817,21401,108347,21069,29637,1822300,1735388,86912,863018,28515,3308806,3104503,679977,418797,1601850,403879,3650,0,12329,85094,103230,3308806,594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MS,1944,2181842,-1,-1,-1,17618,3894,1030,1817,1047,-3,2372,1631,93377,92734,643,62028,1640,174663,165640,21690,30613,86657,26680,0,0,224,3930,4869,174663,22,75146,15615,6021,6887,2707,6840,276682,275220,1462,202796,5107,559731,526612,50446,68505,327630,80031,0,0,537,15369,17213,559731,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MT,1944,571876,-1,-1,-1,14863,1743,431,1041,271,-3,727,901,112905,110247,2658,53339,2107,183214,173119,10594,18077,115697,28751,0,0,244,4469,5382,183214,41,35680,5090,1056,3390,644,1302,208426,204201,4225,103805,3346,351257,332223,20410,31392,227692,52729,0,0,622,8288,10124,351257,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NC,1944,3760212,-1,-1,-1,50519,4688,864,2707,1117,-3,6172,7678,168879,167501,1378,97172,3849,320419,302095,16703,49723,189823,45846,0,0,787,6800,10737,320419,45,227064,102222,77803,15291,9128,12302,685139,671676,13463,332931,15399,1260533,1181545,147159,198700,660684,175002,889,0,6164,24510,47425,1260533,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ND,1944,632921,-1,-1,-1,14828,3063,383,2352,328,-3,832,2213,94905,93251,1654,36553,1678,147964,140087,9220,14650,86398,29819,0,0,299,3211,4367,147964,42,30561,4510,776,3280,454,994,222103,219819,2284,88872,2318,343854,325167,13032,26043,207085,79007,0,0,388,8318,9981,343854,154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NE,1944,1319696,-1,-1,-1,82983,9437,2877,4801,1759,-3,9903,4692,433838,423422,10416,229040,6673,752534,715055,158957,88808,404257,63033,0,0,1047,14935,21497,752534,130,117091,14873,5912,6978,1983,10949,546439,534494,11945,312528,7825,983883,929858,159967,102473,580750,86668,0,0,1318,23413,29294,983883,416,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NH,1944,507805,-1,-1,-1,26482,6609,574,4979,1056,-3,2863,2796,95394,89095,6299,34294,1997,158167,141894,5408,26166,81088,29232,320,0,207,5751,9995,158167,52,92660,66136,1118,61414,3604,3419,294955,-327003,621958,48155,7109,442879,396843,5911,27450,88900,274582,320,0,514,7176,38026,442879,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NJ,1944,4418112,-1,-1,-1,239707,106988,3014,90794,13180,-3,25822,23848,1181854,1123292,58562,345137,31516,1798214,1671703,16496,248894,802204,604109,725,0,2998,54256,68532,1798214,222,658128,374867,4227,321016,49624,35468,2663503,2480524,182979,672834,90835,4085300,3780867,34973,481402,1658999  1,605493,1695,0,9310   1,19193,174235,4085300,379,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NM,1944,587171,-1,-1,-1,22359,4877,591,3646,640,-3,474,1291,68498,67065,1433,41608,765,133230,127651,6659,11573,92415,17004,0,0,35,2175,3369,133230,22,28999,5750,717,4216,817,531,89921,88294,1627,56655,942,176517,168947,6693,13776,126378,22100,0,0,44,3150,4376,176517,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NV,1944,127985,-1,-1,-1,13514,6833,339,4146,2348,-3,166,2049,61288,60911,377,21792,1233,97827,92555,764,6735,58590,26466,0,0,1002,1360,2910,97827,6,16015,7895,437,4750,2708,273,68348,67948,400,25105,1399,110867,104773,764,7233,67218,29558,0,0,1049,1810,3235,110867,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NY,1944,14004128,-1,-1,-1,2376239,114309,6615,80898,26796,-3,138170,116205,8028146,7690955,337191,2262797,146540,12813722,11721388,1714688,2545137,6464167,997396,1235,0,245548   2,81912,563639,12813722,407,9143240,3123056,17632,2469015,636409,324778,25011490,24111928,899562,6368379,617645,41140754,37606561,4172730,7290683 1,7100766  9,42382,72272,0,392409   7,87415,2282097,41140754,833,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
OH,1944,7305836,-1,-1,-1,503425,111805,14821,84374,12610,-3,79537,27126,1571797,1518521,53276,629322,34169,2738713,2565989,192215,438808,1362673,572293,0,0,5938,72786,94000,2738713,241,1193313,360875,39824,272842,48209,92930,3623909,3466342,157567,1330641,74638,6222501,5843040,286365,979996,2857108  1,719571,0,0,21842   1,61708,195911,6222501,683,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
OK,1944,2294642,-1,-1,-1,144641,17608,3157,12963,1488,-3,6123,13219,471482,465211,6271,340551,10487,967161,903414,142604,117454,583514,59842,0,0,2223,23823,37701,967161,200,176288,20557,4345,14453,1759,6553,540189,533704,6485,408629,11347,1136453,1061253,144746,127454,715615,73438,0,0,2620,28793,43787,1136453,384,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
OR,1944,1245291,-1,-1,-1,144906,9927,714,6959,2254,-3,7416,11877,603709,573381,30328,198989,10224,957828,916922,32779,147774,520249,216120,0,0,3311,11940,25655,957828,25,158085,16925,1394,11326,4205,8086,661784,630623,31161,223033,10662,1053564,1007689,33100,152405,573470,248714,0,0,3425,13916,28534,1053564,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PA,1944,10135115,-1,-1,-1,678288,210390,16212,151096,43082,-3,62534,58359,3394554,3121870,272684,1148553,86455,5307850,4818292,506864,664190,2486893  1,160345,200,0,20457   1,57504,311397,5307850,665,1361861,458812,22866,337878,98068,71655,6486992,5743250,743742,1892453,219457,9960763,8941923,607863,1219202,4427632  2,687226,203,0,41868   2,80115,696654,9960763,1042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
RI,1944,743785,-1,-1,-1,31923,4079,104,3317,658,-3,9448,753,175313,169873,5440,45195,1578,254009,235841,7065,68544,144458,15774,0,0,837,6904,10427,254009,11,142915,90989,605,73371,17013,12171,635760,554303,81457,104742,19633,903050,822764,9880,122507,282841,407536,0,0,6688,18854,54744,903050,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SC,1944,1983882,-1,-1,-1,42445,4907,538,2397,1972,-3,6720,2940,147902,145437,2465,88095,3720,282162,268108,12834,31891,193986,29397,0,0,629,5700,7725,282162,22,67945,10319,1762,6242,2315,8248,212674,208828,3846,140386,4807,425812,401196,14290,40077,295818,51011,0,0,746,10224,13646,425812,146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SD,1944,646855,-1,-1,-1,21600,4761,835,2982,944,-3,649,1962,91780,90925,855,37206,1892,152478,143627,7240,16191,96291,23905,0,0,433,3653,4765,152478,36,44132,7832,2208,4336,1288,1056,155738,154263,1475,72756,2651,275277,258150,7884,23651,182646,43969,0,0,460,7381,9286,275277,164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
TN,1944,3060746,-1,-1,-1,166273,15344,3334,7351,4659,-3,17617,17544,558708,547541,11167,293424,12995,1031400,974610,213319,118396,483772,159123,0,0,2594,22678,31518,1031400,70,254355,39078,12728,19224,7126,22079,770707,754820,15887,424024,19454,1468540,1380151,224760,178225,735869,241297,500,0,4847,36926,46116,1468540,296,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
TX,1944,6904933,-1,-1,-1,647490,38528,8958,16884,12686,-3,34881,46059,1696571,1676050,20521,1174555,41975,3560591,3365430,513468,455908,2153656,242398,0,0,7021,78319,109821,3560591,439,794376,56021,12217,28617,15187,37147,1968321,1943174,25147,1423144,57682,4243523,3994752,533966,499012,2669910,291864,69,0,8517,98730,141455,4243523,853,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
UT,1944,602029,-1,-1,-1,30069,11356,667,8955,1734,-3,2238,1378,111969,110405,1564,51512,2432,195982,185853,23954,16106,106983,38810,0,0,448,3975,5706,195982,12,71961,31275,3224,22754,5297,4925,226728,223909,2819,106406,3571,408666,384379,37484,30287,207579,109029,0,0,812,9605,13870,408666,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
VA,1944,2917766,-1,-1,-1,157832,46302,6440,31098,8764,-3,16340,22997,508669,493721,14948,228027,12837,907365,843986,77020,147702,425966,193298,450,0,2394,24602,35933,907365,130,289623,93046,13698,62900,16448,20248,798166,770853,27313,374768,22361,1484918,1374501,110946,205647,694156,363752,450,0,5158,44915,59894,1484918,313,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
VT,1944,366526,-1,-1,-1,25600,11833,1837,8884,1112,-3,2694,2616,52239,45554,6685,19962,1406,99207,88225,860,5035,39640,42690,0,0,350,4578,6054,99207,39,91369,68202,10196,51956,6050,4108,130278,112898,17380,32780,7217,261644,232059,1109,10001,60458,160491,0,0,857,10708,18020,261644,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
WA,1944,1969308,-1,-1,-1,207445,34531,4266,23664,6601,-3,7413,16036,947693,938504,9189,339926,10422,1505486,1441408,78203,213024,865148,285033,0,0,4205,24553,35320,1505486,41,266646,77913,5703,50890,21320,8813,1144436,1124354,20082,391557,12304,1814943,1732479,78860,225874,970985,456760,0,0,5065,28833,48566,1814943,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
WI,1944,3253169,-1,-1,-1,118586,31641,2667,24107,4867,-3,4571,9795,833187,807446,25741,280964,12975,1245712,1177362,109031,226475,555747,286109,0,0,2283,26444,39623,1245712,97,310785,129800,25866,86361,17573,7656,1436412,1368314,68098,516058,23283,2286538,2146822,125441,308686,1006859,705836,0,0,3501,63597,72618,2286538,562,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
WV,1944,1942747,-1,-1,-1,55555,21060,1607,14274,5179,-3,12055,5142,208319,201257,7062,115197,5456,384527,356644,24027,48369,203543,80705,100,0,502,11478,15803,384527,77,112095,45070,4858,31069,9143,13681,372808,361281,11527,204888,11300,701091,644386,32920,89888,366008,155570,100,0,1260,24364,30981,701091,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
WY,1944,265957,-1,-1,-1,15478,3194,529,2018,647,-3,187,1004,52298,50886,1412,35943,805,104524,97503,7560,8713,62686,18544,0,0,129,2516,4376,104524,26,25367,5698,879,3806,1013,262,68935,67277,1658,51182,1123,146607,136115,8278,11169,89094,27574,80,0,154,3783,6475,146607,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
AK,1945,96590,-1,-1,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
AL,1945,2945131,-1,-1,-1,110928,14284,1711,7350,5223,-3,7601,11637,483013,471617,11396,203907,9908,807756,762250,59249,98655,459958,144388,0,0,2380,16484,26642,807756,65,171568,27049,5013,15085,6951,9137,674604,660475,14129,310743,12814,1169729,1103249,72295,129779,696582,204593,347,0,2968,24283,38882,1169729,216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
AR,1945,1929346,-1,-1,-1,45118,5681,1672,2513,1496,-3,3278,8116,222430,218957,3473,112537,2306,382391,363231,48886,37763,230816,45766,0,0,610,6548,12002,382391,50,95162,13538,4362,6682,2494,4529,374370,368897,5473,229693,3694,702919,667542,61192,58573,472625,75152,0,0,751,13513,21113,702919,224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
AZ,1945,611751,-1,-1,-1,45941,8141,786,7216,139,-3,910,4478,143875,142671,1204,63740,2375,255931,246207,2824,22896,176800,43687,0,0,1116,3425,5183,255931,5,56512,12735,1091,11034,610,1303,198170,196250,1920,81882,2929,339493,325062,3177,29146,221627,71112,0,0,1315,4848,8268,339493,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CA,1945,8551207,-1,-1,-1,1467459,617026,34826,521800,60400,-3,24767,111381,5661039,5543275,117764,1637372,98729,8864599,8393261,267214,906295,4257401  2,962351,0,0,40929   1,83813,246596,8864599,92,2015598,945656,51209,777361,117086,36496,7734837,7572182,162655,2211670,128988,12091093,11446859,410814,1202509,5508895  4,324641,0,0,57395   2,40688,346151,12091093,201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CO,1945,1220028,-1,-1,-1,77838,14927,2038,10062,2827,-3,7482,3678,444520,431235,13285,229644,3528,755530,717407,81758,78750,424377,132522,0,0,1490,11488,25145,755530,77,108539,20083,2685,13380,4018,7857,548843,533487,15356,287803,4881,950066,900438,87141,96335,544849,172113,0,0,1984,15163,32481,950066,145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CT,1945,1852276,-1,-1,-1,84404,25239,490,20508,4241,-3,6160,12411,581690,567681,14009,168691,10080,844865,791466,15926,185991,435755,153794,0,0,2883,21068,29448,844865,51,462227,333683,2685,293427,37571,7912,1952036,1796629,155407,347299,41553,2803115,2565453,33669,322110,801236  1,408438,2916,0,7049,41826,185871,2803115,189,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DC,1945,729326,-1,-1,-1,65267,18084,26,13761,4297,-3,2099,9775,380164,366397,13767,156111,7278,608820,581968,46502,101035,349221,85210,0,0,1748,7800,17304,608820,9,124200,44209,44,30763,13402,3918,624960,605214,19746,265018,17711,1031889,974027,48349,173143,567025,185510,0,0,2987,17600,37275,1031889,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE,1945,291155,-1,-1,-1,5940,2469,745,1381,343,-3,806,59,24679,22698,1981,7910,540,39069,34365,436,2348,20907,10674,0,0,33,1479,3192,39069,13,63971,28584,3057,20322,5205,2062,379695,317158,62537,83627,5053,532346,475968,3349,73568,273084,125967,250,0,1539,11655,42934,532346,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FL,1945,2293101,-1,-1,-1,129765,13213,678,7636,4899,-3,21337,6977,709160,697762,11398,318901,13577,1171403,1113055,158352,138956,665207,150540,1400,0,3783,21025,32140,1171403,56,168687,25510,2826,14713,7971,23286,979412,967240,12172,465592,16768,1630459,1550725,163094,180466,967020,240145,1401,0,4322,28728,45283,1630459,171,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GA,1945,3280230,-1,-1,-1,164165,9275,1488,4922,2865,-3,24596,13770,558863,547363,11500,268791,9898,1001717,954817,167352,128166,522720,136579,0,0,3040,17297,26563,1001717,48,310361,46557,8585,30517,7455,28898,878530,861958,16572,459746,17281,1665918,1570381,211392,203696,898670,256623,807,0,7253,34320,53157,1665918,355,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
HA,1945,459672,-1,-1,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
