"state","name","mnbwh","fnbwh","mfbwh","ffbwh","mnbcol","fnbcol","mfbcol","ffbcol","mnbchijp","fnbchijp","mfbchijp","ffbchijp","mnbind","fnbind","mfbind","ffbind","mnw517","fnw517","mfw517","ffw517","mcol517","fcol517","mpop","mnw1844","mfw1844","mcol1844","mnw210","mfw210","mcol210","area","dwell","families","imr","imrwh","imrcol","dthmw","dthfw","dthmcol","dthfcol","pop100","pop10nr","nbw100","nbw10nw","fbw100","fbw10nw","mw1014","mw1014nw","fw1014","fw1014nw","mw1520","mw1520nw","fw1520","fw1520nw","mw210","mw21_nw","fw210","fw21_nw","mc1014","mc1014nw","fc1014","fc1014nw","mc1520","mc1520nw","fc1520","fc1520nw","mc210","mc21_nw","fc210","fc21_nw","shipbest","shipbcap","shipbemp","shipbwag","shipbmat","shipbval","aglatot","magla","fagla","magla10","fagla10","magla16","fagla16","magla60","fagla60","aglaus","aglairel","aglager","aglabrit","aglascan","aglabram","aglaotfb","shoetot","mshoe","fshoe","mshoe10","fshoe10","mshoe16","fshoe16","mshoe60","fshoe60","shoeus","shoeirel","shoeger","shoebrit","shoescan","shoebram","shoeotfb","clrktot","mclrk","fclrk","mclrk10","fclrk10","mclrk16","fclrk16","mclrk60","fclrk60","clrkus","clrkirel","clrkger","clrkbrit","clrkscan","clrkbram","clrkotfb","clgytot","mclgy","fclgy","mclgy10","fclgy10","mclgy16","fclgy16","mclgy60","fclgy60","clgyus","clgyirel","clgyger","clgybrit","clgyscan","clgybram","clgyotfb","texttot","mtext","ftext","mtext10","ftext10","mtext16","ftext16","mtext60","ftext60","textus","textirel","textger","textbrit","textscan","textbram","textotfb","domstot","mdoms","fdoms","mdoms10","fdoms10","mdoms16","fdoms16","mdoms60","fdoms60","domsus","domsirel","domsger","domsbrit","domsscan","domsbram","domsotfb","farmtot","mfarm","ffarm","mfarm10","ffarm10","mfarm16","ffarm16","mfarm60","ffarm60","farmus","farmirel","farmger","farmbrit","farmscan","farmbram","farmotfb","irsttot","mirst","first","mirst10","first10","mirst16","first16","mirst60","first60","irstus","irstirel","irstger","irstbrit","irstscan","irstbram","irstotfb","labrtot","mlabr","flabr","mlabr10","flabr10","mlabr16","flabr16","mlabr60","flabr60","labrus","labrirel","labrger","labrbrit","labrscan","labrbram","labrotfb","lawytot","mlawy","flawy","mlawy10","flawy10","mlawy16","flawy16","mlawy60","flawy60","lawyus","lawyirel","lawyger","lawybrit","lawyscan","lawybram","lawyotfb","mgoftot","mmgof","fmgof","mmgof10","fmgof10","mmgof16","fmgof16","mmgof60","fmgof60","mgofus","mgofirel","mgofger","mgofbrit","mgofscan","mgofbram","mgofotfb","minetot","mmine","fmine","mmine10","fmine10","mmine16","fmine16","mmine60","fmine60","mineus","mineirel","mineger","minebrit","minescan","minebram","mineotfb","govt_tot","mgovt","fgovt","mgovt10","fgovt10","mgovt16","fgovt16","mgovt60","fgovt60","govtus","govtirel","govtger","govtbrit","govtscan","govtbram","govtotfb","rrtot","mrr","frr","mrr10","frr10","mrr16","frr16","mrr60","frr60","rrus","rrirel","rrger","rrbrit","rrscan","rrbram","rrotfb","mdstot","mmds","fmds","mmds10","fmds10","mmds16","fmds16","mmds60","fmds60","mdsus","mdsirel","mdsger","mdsbrit","mdsscan","mdsbram","mdsotfb","marstot","mmars","fmars","mmars10","fmars10","mmars16","fmars16","mmars60","fmars60","marsus","marsirel","marsger","marsbrit","marsscan","marsbram","marsotfb","drovtot","mdrov","fdrov","mdrov10","fdrov10","mdrov16","fdrov16","mdrov60","fdrov60","drovus","drovirel","drovger","drovbrit","drovscan","drovbram","drovotfb","tlrstot","mtlrs","ftlrs","mtlrs10","ftlrs10","mtlrs16","ftlrs16","mtlrs60","ftlrs60","tlrsus","tlrsirel","tlrsger","tlrsbrit","tlrsscan","tlrsbram","tlrsotfb","tchrtot","mtchr","ftchr","mtchr10","ftchr10","mtchr16","ftchr16","mtchr60","ftchr60","tchrus","tchrirel","tchrger","tchrbrit","tchrscan","tchrbram","tchrotfb","tradtot","mtrad","ftrad","mtrad10","ftrad10","mtrad16","ftrad16","mtrad60","ftrad60","tradus","tradirel","tradger","tradbrit","tradscan","tradbram","tradotfb","lftot","mlf","flf","mlf10","flf10","mlf16","flf16","mlf60","flf60","lfus","lfirel","lfger","lfbrit","lfscan","lfbram","lfotfb","agritot","magri","fagri","magri10","fagri10","magri16","fagri16","magri60","fagri60","agrius","agriirel","agriger","agribrit","agriscan","agribram","agriotfb","proftot","mprof","fprof","mprof10","fprof10","mprof16","fprof16","mprof60","fprof60","profus","profirel","profger","profbrit","profscan","profbram","profotfb","trtrtot","mtrtr","ftrtr","mtrtr10","ftrtr10","mtrtr16","ftrtr16","mtrtr60","ftrtr60","trtrus","trtrirel","trtrger","trtrbrit","trtrscan","trtrbram","trtrotfb","mfgmtot","mmfgm","fmfgm","mmfgm10","fmfgm10","mmfgm16","fmfgm16","mmfgm60","fmfgm60","mfgmus","mfgmirel","mfgmger","mfgmbrit","mfgmscan","mfgmbram","mfgmotfb","farmsz80","farmsz70","farmsz60","fips","region1","region2","level"
1,"CONNECTICUT",235823,245237,64157,65552,5458,5934,92,63,2,4,122,1,126,124,2,3,71190,70072,5678,5885,1311,1376,305782,88030,36743,2817,118747,55012,3532,4845,108458,136885,11.3199996948242,NA,NA,4499,4429,130,121,497303,20986,361733,3728,126047,23035,29543,715,28913,558,34436,1051,36209,1100,173759,9501,184920,13838,481,31,525,33,641,45,637,55,3532,696,3707,801,94,334300,500,256849,430425,767660,15704,15682,22,1207,3,13632,19,843,0,13418,1311,276,222,166,169,142,2593,2266,327,14,5,1902,318,350,4,1761,338,220,115,19,111,29,7900,7339,561,227,28,7020,533,92,0,7231,221,129,176,9,105,29,1055,1054,1,0,0,892,1,162,0,861,80,20,56,5,15,18,24435,13414,11021,1971,2007,11086,8956,357,58,12793,3467,956,2336,76,4652,155,16135,1234,14901,102,814,1089,13588,43,499,9231,5473,403,484,248,167,129,27006,26948,58,0,0,19866,33,7082,25,23747,2143,497,392,30,87,110,5297,5069,228,197,31,4792,197,80,0,3182,1380,296,247,57,62,73,19142,19072,70,245,8,17198,53,1629,9,9687,7349,468,399,145,740,354,796,796,0,0,0,744,0,52,0,764,17,4,7,0,2,2,1945,1940,5,0,0,1733,3,207,2,1742,35,39,107,4,9,9,358,358,0,1,0,349,0,8,0,165,100,5,25,1,0,62,1336,1254,82,5,0,1120,81,129,1,1134,133,28,29,2,5,5,3330,3324,6,16,0,3233,6,75,0,1946,928,19,67,15,60,295,952,921,31,0,0,793,31,128,0,894,12,15,13,1,14,3,2025,2019,6,10,1,1893,5,116,0,1740,83,13,46,11,11,121,22,22,0,1,0,18,0,3,0,20,1,0,0,0,1,0,6644,1013,5631,2,39,904,5472,107,120,5256,540,374,245,23,122,84,3720,697,3023,0,14,659,2992,38,17,3548,69,19,39,2,16,27,7054,6943,111,0,0,6424,105,519,6,5605,708,388,206,3,62,82,241333,192663,48670,5803,4010,170897,43678,15963,982,171798,37697,8327,10366,1468,8746,2931,44026,43936,90,1214,3,34632,62,8090,25,37737,3908,859,773,217,264,268,51296,30647,20649,443,854,27726,19076,2478,719,32095,14335,1380,1306,424,1054,702,29920,28888,1032,391,70,27354,951,1143,11,23501,3514,991,818,57,385,654,116091,89192,26899,3755,3083,81185,23589,4252,227,78465,15940,5097,7469,770,7043,1307,80,93,99,9,1,1,2
2,"MAINE",293537,294656,29436,29223,679,605,86,81,0,0,8,0,290,286,22,27,79502,77481,4585,4779,258,251,324058,113126,14326,523,164173,22486,664,29895,124959,141843,7.73000001907349,NA,NA,4696,4774,26,27,519669,18181,463158,8775,54853,12983,33153,1294,31628,888,37898,1789,38950,1553,186659,8420,189723,7814,96,11,94,16,117,18,113,32,664,144,574,191,379,811750,1967,838559,1935857,2909846,21868,21771,97,1968,10,18937,81,866,6,21008,63,1,47,14,705,30,5048,4007,1041,41,15,3698,1025,268,1,4708,63,9,49,7,196,16,4582,4126,456,54,8,4022,448,50,0,4340,23,11,37,4,155,12,1008,1004,4,0,0,750,4,254,0,900,19,1,30,2,49,7,14533,6827,7706,880,944,5836,6714,111,48,7781,674,102,1413,82,4440,41,9834,699,9135,112,521,563,8342,24,272,8127,554,9,146,48,894,56,59884,59746,138,0,0,45248,92,14498,46,56470,629,35,273,191,2247,39,757,756,1,6,0,731,1,19,0,544,102,1,52,0,50,8,22240,22104,136,490,15,19772,112,1842,9,17437,1802,17,381,35,2451,117,725,725,0,0,0,620,0,105,0,716,3,0,2,0,4,0,718,715,3,0,0,653,3,62,0,673,4,2,16,0,20,3,543,543,0,2,0,538,0,3,0,495,7,0,12,2,23,4,1313,1236,77,0,0,1113,76,123,1,1276,8,1,7,0,20,1,1896,1892,4,2,0,1824,4,66,0,1605,124,3,45,0,113,6,969,941,28,0,0,835,26,106,2,927,5,1,10,0,24,2,10850,10848,2,100,0,10367,2,381,0,10220,105,30,102,37,267,89,40,40,0,0,0,33,0,7,0,37,0,0,1,0,1,1,7207,748,6459,3,31,687,6276,58,152,6668,100,24,71,6,318,20,5663,894,4769,1,36,870,4725,23,8,5582,10,1,7,0,57,6,6621,6485,136,0,0,5878,122,607,14,6259,116,17,57,3,143,26,231993,198465,33528,4087,1647,171395,31192,22983,689,204987,5993,369,3714,519,15551,860,82130,81887,243,1968,10,64473,180,15446,53,77743,760,39,336,206,2966,80,47411,31604,15807,620,580,28287,14821,2697,406,39949,2627,46,656,97,3779,257,29790,29090,700,179,12,27514,673,1397,15,27572,590,78,321,57,980,192,72662,55884,16778,1320,1045,51121,15518,3443,215,59723,2016,206,2401,159,7826,331,102,98,103,23,1,1,2
3,"MASSACHUSETTS",643050,678794,205927,236011,8441,8968,608,680,2,1,227,7,166,172,19,12,189560,188880,21410,23586,1991,2099,858440,248954,119445,4885,326002,170690,5956,8040,281188,379710,17.0499992370605,NA,NA,16185,16535,231,198,1432183,75635,990160,6933,426607,83725,80270,996,79651,953,97256,3319,107906,3719,496692,30951,554992,50720,765,18,739,13,847,37,1039,33,5956,941,6070,1280,276,1765450,1328,804571,1173640,2281666,22553,22490,63,1207,9,19777,47,1506,7,17766,2553,73,319,119,1528,195,58900,47972,10928,1217,543,44325,10354,2430,31,46269,6599,325,918,204,4408,177,33033,28520,4513,676,140,27486,4362,358,11,29521,942,192,839,27,1322,190,2397,2385,12,0,0,1996,12,389,0,1940,200,24,112,10,72,39,90044,44773,45271,5297,5564,38373,39485,1103,222,39809,17400,1610,12242,127,18380,476,52799,3358,49441,127,1484,3122,46777,109,1180,24025,18255,408,2115,692,6724,580,39266,39143,123,0,0,27751,84,11392,39,34695,2960,267,603,30,587,124,6846,6835,11,78,0,6583,11,174,0,3987,1866,57,348,129,366,93,60230,59852,378,578,12,53391,333,5883,33,23889,28247,543,1617,225,4681,1028,1984,1980,4,0,0,1816,4,164,0,1868,51,6,22,1,26,10,6144,6111,33,0,0,5551,30,560,3,5464,174,65,286,11,108,36,459,459,0,2,0,444,0,13,0,252,118,9,23,0,19,38,6274,5863,411,5,0,5346,403,512,8,5463,471,40,120,4,138,38,9867,9802,65,19,1,9514,64,269,0,7148,1833,27,209,19,388,243,2845,2659,186,0,0,2312,171,347,15,2538,58,30,76,0,119,24,8166,8162,4,68,0,7643,4,451,0,6165,471,84,243,118,330,755,115,114,1,2,0,104,1,8,0,97,11,0,4,0,3,0,26462,3870,22592,15,185,3512,21989,343,418,18923,2989,434,1017,103,2587,409,10115,1576,8539,0,8,1474,8486,102,45,9622,131,62,84,1,104,111,28784,27980,804,0,0,25919,739,2061,65,23256,2821,493,945,43,802,424,720774,546591,174183,12306,9062,494878,162199,39407,2922,478368,122604,9637,34449,3471,63441,8804,64973,64746,227,1229,10,50163,168,13354,49,54090,6491,429,1237,165,2200,361,170160,100445,69715,1293,1605,90627,66169,8525,1941,93160,52684,1763,5304,1061,13605,2583,115376,109154,6222,1193,175,103580,5941,4381,106,92863,11071,1301,3259,287,4445,2150,370265,272246,98019,8591,7272,250508,89921,13147,826,238255,52358,6144,24649,1958,43191,3710,87,103,94,25,1,1,2
4,"NEW HAMPSHIRE",147909,152086,22228,24006,327,339,14,5,0,0,14,0,20,16,14,13,35727,35017,3762,4438,83,93,170526,57790,12435,185,88790,16111,237,9005,68381,80286,10.0900001525879,NA,NA,2761,2809,8,6,286188,11982,242811,2710,42783,11498,15477,635,15128,598,19127,1127,20156,1154,104901,5264,110805,5430,28,3,36,1,37,6,45,3,237,42,211,39,15,15330,26,12243,14369,30070,13893,13839,54,999,4,12054,45,786,5,13107,129,17,69,9,545,17,6371,5437,934,68,14,5069,915,300,5,6031,77,4,54,3,199,3,2600,2200,400,43,5,2130,395,27,0,2416,28,7,11,3,133,2,646,645,1,0,0,524,0,121,1,583,12,2,24,0,21,4,21406,10137,11269,1021,1281,8936,9917,180,71,10724,2079,197,1126,18,7173,89,7538,411,7127,52,319,348,6560,11,248,6256,595,21,91,29,531,15,30371,30241,130,0,0,21982,96,8259,34,29255,408,37,173,3,475,20,801,792,9,5,0,770,9,17,0,553,169,0,16,0,61,2,10651,10611,40,181,2,9465,33,965,5,6791,1390,20,151,22,2237,40,382,379,3,0,0,329,3,50,0,374,2,0,2,0,4,0,849,849,0,0,0,771,0,78,0,798,5,3,27,0,14,2,98,96,2,2,1,94,1,0,0,67,0,0,14,0,17,0,724,627,97,0,0,576,92,51,5,686,10,2,10,0,16,0,2389,2388,1,3,0,2339,1,46,0,1933,244,2,19,0,189,2,610,589,21,0,0,494,19,95,2,589,6,2,3,0,9,1,226,226,0,0,0,215,0,11,0,186,7,4,7,5,9,8,25,25,0,0,0,22,0,3,0,25,0,0,0,0,0,0,4446,337,4109,0,12,296,3982,41,115,4170,48,9,43,6,166,4,3880,309,3571,2,13,299,3550,8,8,3832,22,4,5,0,14,3,3179,3104,75,0,0,2880,74,224,1,2907,101,22,46,0,99,4,142468,112340,30128,2593,1709,96485,27820,13262,599,117547,6544,455,2495,153,14979,295,44490,44299,191,1012,4,34187,148,9100,39,42551,550,55,254,13,1030,37,28206,16158,12048,253,345,14458,11346,1447,357,22382,2220,67,369,65,3019,84,11735,11208,527,71,7,10618,518,519,2,10414,492,52,136,8,602,31,58037,40675,17362,1257,1353,37222,15808,2196,201,42200,3282,281,1736,67,10328,143,116,122,123,33,1,1,2
5,"RHODE ISLAND",95681,100427,34333,39498,2892,3467,60,69,0,0,27,0,33,38,4,2,28489,28585,4662,5004,689,715,133030,36809,19538,1507,47904,27108,1886,1085,41388,60259,13.3199996948242,NA,NA,2266,2257,80,99,220461,17456,144596,4261,70562,19283,12879,1156,12708,966,14705,1400,16344,1411,75012,7157,83510,11454,258,25,273,24,246,32,305,29,1886,467,2335,672,22,227700,318,194662,266858,517041,3913,3910,3,185,0,3450,3,275,0,3255,248,19,51,49,137,154,568,561,7,2,0,492,6,67,1,232,158,31,60,3,62,22,4276,3969,307,118,9,3795,295,56,3,3753,150,23,162,1,151,36,335,333,2,0,0,282,1,51,1,272,34,1,14,2,8,4,30531,16518,14013,2363,2219,13797,11737,358,57,14744,4619,182,4056,146,6637,147,7136,634,6502,22,200,593,6070,19,232,3153,2970,63,306,132,380,132,6342,6314,28,0,0,4736,16,1578,12,5899,217,11,112,12,50,41,1128,1097,31,14,3,1042,28,41,0,706,264,4,111,6,27,10,9259,9212,47,67,1,8457,43,688,3,3880,3770,36,330,64,1039,140,237,237,0,0,0,216,0,21,0,223,3,1,6,0,1,3,1170,1168,2,0,0,1055,2,113,0,1026,31,9,84,0,11,9,47,47,0,2,0,42,0,3,0,13,30,0,4,0,0,0,813,767,46,3,1,706,42,58,3,739,46,3,13,1,6,5,858,854,4,3,0,833,4,18,0,673,120,1,19,4,32,9,396,368,28,0,0,313,21,55,7,354,7,1,12,1,15,6,678,677,1,2,0,638,1,37,0,547,38,5,37,6,12,33,13,13,0,2,0,11,0,0,0,12,1,0,0,0,0,0,3871,534,3337,6,17,490,3253,38,67,2917,475,56,164,16,193,50,1353,263,1090,0,0,249,1080,14,10,1254,45,11,12,1,19,11,4067,3932,135,0,0,3636,129,296,6,3085,540,77,248,2,77,38,116979,87120,29859,3604,2804,78039,26529,5477,526,75404,19107,1116,8913,587,10496,1356,10945,10910,35,192,1,8789,22,1929,12,9483,693,54,253,64,197,201,24657,15497,9160,241,212,14166,8586,1090,362,13669,7582,206,936,217,1613,434,15217,14641,576,214,15,13806,549,621,12,11974,1724,171,664,24,448,212,66160,46072,20088,2957,2576,41278,17372,1837,140,40278,9108,685,7060,282,8238,509,83,94,96,44,1,1,2
6,"VERMONT",144883,145398,21429,19508,555,483,11,8,0,0,0,0,7,1,2,1,41456,39741,2348,2386,170,169,166887,53049,10879,234,77774,17533,314,9135,66769,73092,9.89999961853027,NA,NA,2497,2511,8,8,264052,12993,224361,5354,38884,10327,17150,728,16299,482,19134,943,19069,656,95307,6731,96286,6141,71,6,63,6,60,10,72,5,314,82,227,47,3,20700,12,4400,9200,17800,19215,19141,74,1670,9,16590,59,881,6,16938,324,9,139,5,1778,22,749,718,31,4,0,548,31,166,0,487,53,6,16,1,184,2,1635,1532,103,38,3,1467,99,27,1,1535,13,6,14,0,66,1,671,669,2,0,0,557,2,112,0,580,19,1,23,0,35,13,2628,1460,1168,136,145,1262,1006,62,17,1782,214,6,117,0,497,12,9169,675,8494,114,801,548,7449,13,244,7790,422,8,87,7,849,6,35751,35618,133,0,0,27549,95,8069,38,32073,1545,21,445,1,1648,18,319,319,0,2,0,306,0,11,0,203,47,2,13,0,54,0,11085,10994,91,268,5,9771,80,955,6,7658,1022,22,119,4,2221,39,424,424,0,0,0,366,0,58,0,413,1,0,3,0,7,0,667,664,3,0,0,614,3,50,0,610,10,0,26,1,19,1,596,596,0,66,0,524,0,6,0,245,57,1,158,0,128,7,565,505,60,0,0,432,58,73,2,533,8,0,2,0,22,0,2073,2067,6,7,0,2035,6,25,0,1428,341,0,37,0,264,3,659,632,27,0,0,535,26,97,1,616,3,0,6,0,29,5,92,92,0,1,0,90,0,1,0,70,1,1,1,0,19,0,15,15,0,0,0,15,0,0,0,15,0,0,0,0,0,0,2240,212,2028,0,2,161,1950,51,76,1968,76,12,26,0,151,7,2777,219,2558,2,55,208,2495,9,8,2695,12,2,4,1,62,1,2553,2521,32,0,0,2319,32,202,0,2348,51,22,23,0,105,4,118584,102417,16167,2598,1054,87386,14649,12433,464,99121,5577,231,1895,49,11474,237,55251,55037,214,1670,10,44356,160,9011,44,49198,1905,35,609,6,3457,41,28174,16022,12152,406,875,14180,10961,1436,316,22629,1642,39,284,17,3486,77,8945,8772,173,80,3,8285,167,407,3,7556,498,44,98,1,727,21,26214,22586,3628,442,166,20565,3361,1579,101,19738,1532,113,904,25,3804,98,137,134,135,50,1,1,2
11,"DELAWARE",55945,54775,4832,4608,13316,13099,11,16,0,0,1,0,3,2,0,0,17409,16600,256,259,4141,4010,74108,22513,2413,5435,27447,4455,6396,1960,27215,28253,12.5600004196167,11.960000038147,14.8100004196167,891,846,222,253,110856,16912,82318,6630,9293,1716,6760,587,6418,430,7554,448,7847,419,31902,2955,31130,3507,1572,754,1503,699,1819,863,1693,817,6396,3787,6262,4148,18,935200,1576,900322,964275,2162503,8793,8676,117,1634,35,6800,76,242,6,8651,87,16,28,0,8,3,386,379,7,1,0,313,7,65,0,290,47,26,20,0,1,2,1111,970,141,42,2,914,139,14,0,1069,23,4,8,0,2,5,209,204,5,0,0,176,5,28,0,187,8,3,5,4,0,2,1383,882,501,207,137,645,357,30,7,1183,85,7,97,0,4,7,5276,809,4467,216,597,555,3702,38,168,4787,392,28,43,1,6,19,8840,8720,120,0,0,7317,82,1403,38,8506,179,45,86,4,9,11,561,561,0,36,0,512,0,13,0,472,35,9,39,2,3,1,9565,9326,239,351,26,8319,192,656,21,7942,1334,98,144,7,7,33,127,127,0,0,0,113,0,14,0,126,0,0,1,0,0,0,206,206,0,0,0,186,0,20,0,181,11,1,11,0,0,2,37,37,0,3,0,33,0,1,0,32,5,0,0,0,0,0,294,292,2,1,0,244,2,47,0,277,10,1,4,0,0,2,466,465,1,1,0,451,1,13,0,435,25,3,2,1,0,0,217,206,11,0,0,184,9,22,2,213,0,0,2,0,0,2,816,816,0,7,0,777,0,32,0,801,3,0,4,2,1,5,10,10,0,0,0,7,0,3,0,8,0,2,0,0,0,0,1237,141,1096,0,12,123,1063,18,21,1153,41,21,16,1,2,3,577,209,368,0,0,206,365,3,3,542,15,3,9,1,1,6,1533,1430,103,0,0,1313,95,117,8,1330,88,55,44,3,1,12,54580,46652,7928,2704,840,40539,6754,3409,334,49470,3188,660,912,47,77,226,17849,17609,240,1634,36,14308,160,1667,44,17321,288,65,132,6,19,18,17616,12055,5561,610,629,10579,4686,866,246,15282,1838,159,230,15,18,74,4967,4704,263,59,2,4400,251,245,10,4540,204,94,77,7,6,39,14148,12284,1864,401,173,11252,1657,631,34,12327,858,342,473,19,34,95,125,138,151,10,5,3,2
12,"NEW JERSEY",429064,441633,111806,109514,18725,19924,121,83,0,2,168,2,35,33,3,3,145445,144931,7761,8161,4967,5156,559922,157869,63705,8480,190656,99309,10070,7455,190403,232309,13.9300003051758,NA,NA,9113,8572,411,378,865591,39136,618941,20093,216444,23956,58614,1957,57955,1527,63206,1785,67874,1432,289965,15902,297771,21446,1921,361,1934,325,2075,292,2355,378,10670,3560,11251,4284,93,943070,930,548807,649194,1384629,22672,22524,148,1835,1,19825,144,864,3,20380,978,796,243,36,20,219,6832,6086,746,113,64,5319,681,654,1,4080,644,1370,487,18,41,192,16075,14981,1094,601,81,14200,1010,180,3,13772,519,883,584,25,90,202,1654,1649,5,0,0,1419,5,230,0,1264,96,107,91,22,14,60,18940,10726,8214,1686,1882,8779,6304,261,28,12615,1449,1284,2191,43,70,1288,29777,2919,26858,422,754,2406,25438,91,666,19460,7330,1452,883,185,84,383,33578,33381,197,0,0,27122,125,6259,72,29854,1264,1515,576,46,28,295,4842,4814,28,141,1,4559,27,114,0,3080,786,348,509,25,19,75,52707,52389,318,1162,26,47907,283,3320,9,31342,14564,3607,1298,264,123,1509,1557,1555,2,0,0,1468,2,87,0,1470,22,21,23,0,8,13,2658,2642,16,0,0,2486,7,156,9,1904,105,305,243,7,12,82,3696,3696,0,43,0,3613,0,40,0,1631,788,74,1026,73,29,75,2875,2740,135,4,1,2502,127,234,7,2260,301,169,115,1,13,16,7234,7203,31,23,0,7021,30,159,1,5601,1055,213,158,27,21,159,1595,1540,55,0,0,1377,52,163,3,1405,33,61,55,0,16,25,6061,6050,11,47,0,5835,9,168,2,5281,404,143,146,25,19,43,115,115,0,11,0,97,0,7,0,89,9,9,2,0,1,5,14843,3259,11584,43,363,2863,11016,353,205,10971,914,1986,542,23,48,359,4606,1318,3288,1,3,1254,3260,63,25,4142,162,142,79,1,24,56,17943,17116,827,0,0,16143,771,973,56,12138,1707,2542,901,23,91,541,396879,330103,66776,9957,4338,300656,60992,19490,1446,283613,47563,34612,18986,1249,1667,9189,59214,58819,395,1878,6,49539,310,7402,79,51572,2855,2841,1118,101,64,663,110722,75763,34959,1988,823,69131,33145,4644,991,72337,24232,7418,3257,500,384,2594,66382,63874,2508,978,132,60806,2285,2090,91,50008,5944,6019,2524,141,323,1423,160561,131647,28914,5113,3377,121180,25252,5354,285,109696,14532,18334,12087,507,896,4509,85,98,108,34,2,1,2
13,"NEW YORK",1876363,1930954,596758,611947,29943,33469,909,783,18,6,896,6,397,342,38,42,624267,623273,36685,39133,7009,7551,2505322,701257,333348,16170,852094,536598,20059,47620,772512,1078905,15.6999998092651,NA,NA,45091,41608,861,772,3981428,166625,2742847,59516,1184756,148659,254441,6691,250703,5461,281106,6954,314494,7019,1388692,76745,1438167,105305,2678,273,2786,255,3083,367,3930,396,20059,4521,21289,5613,457,3944100,4661,2907129,4055637,7985044,125685,125248,437,8888,53,111797,366,4563,18,109043,5764,4374,2626,343,2352,1183,26261,23267,2994,390,236,20746,2750,2131,8,12104,3724,6677,1452,200,849,1255,97389,88502,8887,3860,665,83855,8212,787,10,76988,6179,7315,3637,173,1245,1852,6701,6694,7,0,0,5701,6,993,1,4952,505,453,422,14,145,210,29039,13841,15198,2296,2551,11102,12427,443,220,19712,3192,1391,2487,276,1377,604,164192,14148,150044,901,9479,12833,138051,414,2514,92257,46662,11461,4916,1425,3899,3572,241507,240034,1473,0,0,193827,1025,46207,448,198610,16231,11746,8441,361,3710,2408,16261,16252,9,390,0,15551,9,311,0,9513,3187,1343,1336,101,545,236,199409,197631,1778,4161,102,180878,1535,12592,141,106347,58126,15778,5373,995,6683,6107,9459,9452,7,0,0,8822,6,630,1,8649,243,182,206,6,81,92,11602,11418,184,0,0,10631,177,787,7,7561,530,1900,793,14,150,654,2633,2633,0,23,0,2558,0,52,0,891,742,35,384,87,415,79,16434,15014,1420,20,3,14062,1385,932,32,11910,2840,751,571,21,188,153,26116,26031,85,75,13,25435,70,521,2,18269,4859,1134,747,66,552,489,9272,8805,467,0,0,7849,444,956,23,7727,233,523,317,10,221,241,20197,20141,56,343,2,19277,51,521,3,14340,2202,799,1234,577,520,525,351,351,0,16,0,310,0,25,0,278,38,16,11,0,4,4,104379,26759,77620,565,3020,24567,73701,1627,899,63694,10835,17440,3507,622,1792,6489,26693,5245,21448,6,57,4981,21266,258,125,23799,939,714,345,14,315,567,82934,79551,3383,0,0,75047,3127,4504,256,47922,10750,15348,3861,145,1001,3907,1884645,1524264,360381,38534,22162,1382481,331497,103249,6722,1240850,266744,192932,76471,8434,40272,58942,377460,375213,2247,9027,78,314145,1676,52041,493,312607,24046,17800,12197,739,6171,3900,537897,332068,205829,8932,10254,303176,191249,19960,4326,317201,128527,42844,16844,2899,13359,16223,339419,324304,15115,6856,931,307563,13774,9885,410,225349,43684,39170,13406,1348,4908,11554,629869,492679,137190,13719,10899,457597,124798,21363,1493,385693,70487,93118,34024,3448,15834,27265,99,103,106,36,2,1,2
