"","state","name","natpop","pbal","pbar","pbca","pbct","pbde","pbfl","pbga","pbil","pbin","pbia","pbks","pbky","pbla","pbme","pbmd","pbma","pbmi","pbmn","pbms","pbmo","pbne","pbnv","pbnh","pbnj","pbny","pbnc","pboh","pbor","pbpa","pbri","pbsc","pbtn","pbtx","pbvt","pbvawv","pbwi","pbak","pbaz","pbco","pbsd","pbdc","pbid","pbit","pbmt","pbnm","pbut","pbwa","pbwy","pbsea","pbunk","totfb","pbafrica","pbasia","pbatlis","pbaustra","pbaustri","pbbelg","pbbohem","pbcanada","pbnbruns","pbnfld","pbnoscot","pbpei","pbbramns","pbbritam","pbcentam","pbchina","pbcuba","pbdenmar","pbeurns","pbfrance","pbbaden","pbbavar","pbbruns","pbhamb","pbhanov","pbhessen","pblubeck","pbmeckl","pbnassau","pboldenb","pbpruss","pbsaxoy","pbweimar","pbwurtt","pbgerns","pbgerm","pbgibral","pbengl","pbirelan","pbscot","pbwales","pbgrbrns","pbgrbrit","pbgreece","pbgreenl","pbhollan","pbhung","pbindia","pbitaly","pbjapan","pbluxem","pbmalta","pbmexico","pbnorway","pbpacisl","pbpoland","pbportug","pbrussia","pbhawaii","pbsoam","pbspain","pbsweden","pbswitz","pbturkey","pbwesind","pbforsea","pbforunk","whnat","whpbal","whpbar","whpbca","whpbct","whpbde","whpbfl","whpbga","whpbil","whpbin","whpbia","whpbks","whpbky","whpbla","whpbme","whpbmd","whpbma","whpbmi","whpbmn","whpbms","whpbmo","whpbne","whpbnv","whpbnh","whpbnj","whpbny","whpbnc","whpboh","whpbor","whpbpa","whpbri","whpbsc","whpbtn","whpbtx","whpbvt","whpbvawv","whpbwi","whpbak","whpbaz","whpbco","whpbsd","whpbdc","whpbid","whpbit","whpbmt","whpbnm","whpbut","whpbwa","whpbwy","whpbsea","whpbunk","whtotfb","whpbafri","whpbasia","whpbatli","whpbatrl","whpbaust","whpbbelg","whpbbohm","whpbcand","whpbnbr","whpbnfld","whpbnsco","whpbpei","whpbbans","whpbbram","whpbceam","whpbchin","whpbcuba","whpbdenm","whpbeuns","whpbfran","whpbbadn","whpbbava","whpbbrun","whpbhamb","whpbhanv","whpbhess","whpblubk","whpbmeck","whpbnass","whpboldn","whpbprus","whpbsaxy","whpbweim","whpbwurt","whpbgrns","whpbgerm","whpbgibr","whpbengl","whpbirel","whpbscot","whpbwale","whpbgbns","whpbgbrt","whpbgrec","whpbgrld","whpbholl","whpbhung","whpbindi","whpbital","whpbjapn","whpbluxm","whpbmalt","whpbmexi","whpbnorw","whpbpaci","whpbpol","whpbport","whpbruss","whpbhawa","whpbsoam","whpbspa","whpbswed","whpbswit","whpbturk","whpbwind","whpbfsea","whpbfunk","colnat","colpbal","colpbar","colpbca","colpbct","colpbde","colpbfl","colpbga","colpbil","colpbin","colpbia","colpbks","colpbky","colpbla","colpbme","colpbmd","colpbma","colpbmi","colpbmn","colpbms","colpbmo","colpbne","colpbnv","colpbnh","colpbnj","colpbny","colpbnc","colpboh","colpbor","colpbpa","colpbri","colpbsc","colpbtn","colpbtx","colpbvt","colpbvaw","colpbwi","colpbak","colpbaz","colpbco","colpbsd","colpbdc","colpbid","colpbit","colpbmt","colpbnm","colpbut","colpbwa","colpbwy","colpbsea","colpbunk","coltotfb","copbafri","copbasia","copbatli","copbatrl","copbaust","copbbelg","copbbohm","copbcand","copbnbr","copbnfld","copbnsco","copbpei","copbbans","copbbram","copbceam","copbchin","copbcuba","copbdenm","copbeuns","copbfran","copbbadn","copbbava","copbbrun","copbhamb","copbhanv","copbhess","copblubk","copbmeck","copbnass","copboldn","copbprus","copbsaxy","copbweim","copbwurt","copbgrns","copbgerm","copbgibr","copbengl","copbirel","copbscot","copbwale","copbgbns","copbgbrt","copbgrec","copbgrld","copbholl","copbhung","copbindi","copbital","copbjapn","copbluxm","copbmalt","copbmexi","copbnorw","copbpaci","copbpol","copbport","copbruss","copbhawa","copbsoam","copbspa","copbswed","copbswit","copbturk","copbwind","copbfsea","copbfunk","indnat","indpbal","indpbar","indpbca","indpbct","indpbde","indpbfl","indpbga","indpbil","indpbin","indpbia","indpbks","indpbky","indpbla","indpbme","indpbmd","indpbma","indpbmi","indpbmn","indpbms","indpbmo","indpbne","indpbnv","indpbnh","indpbnj","indpbny","indpbnc","indpboh","indpbor","indpbpa","indpbri","indpbsc","indpbtn","indpbtx","indpbvt","indpbvaw","indpbwi","indpbak","indpbaz","indpbco","indpbsd","indpbdc","indpbid","indpbit","indpbmt","indpbnm","indpbut","indpbwa","indpbwy","indpbsea","indpbunk","indtotfb","inpbafri","inpbasia","inpbatli","inpbatrl","inpbaust","inpbbelg","inpbbohm","inpbcand","inpbnbr","inpbnfld","inpbnsco","inpbpei","inpbbans","inpbbram","inpbceam","inpbchin","inpbcuba","inpbdenm","inpbeuns","inpbfran","inpbbadn","inpbbava","inpbbrun","inpbhamb","inpbhanv","inpbhess","inpblubk","inpbmeck","inpbnass","inpboldn","inpbprus","inpbsaxy","inpbweim","inpbwurt","inpbgrns","inpbgerm","inpbgibr","inpbengl","inpbirel","inpbscot","inpbwale","inpbgbns","inpbgbrt","inpbgrec","inpbgrld","inpbholl","inpbhung","inpbindi","inpbital","inpbjapn","inpbluxm","inpbmalt","inpbmexi","inpbnorw","inpbpaci","inpbpol","inpbport","inpbruss","inpbhawa","inpbsoam","inpbspa","inpbswed","inpbswit","inpbturk","inpbwind","inpbfsea","inpbfunk","chinat","chipbal","chipbar","chipbca","chipbct","chipbde","chipbfl","chipbga","chipbil","chipbin","chipbia","chipbks","chipbky","chipbla","chipbme","chipbmd","chipbma","chipbmi","chipbmn","chipbms","chipbmo","chipbne","chipbnv","chipbnh","chipbnj","chipbny","chipbnc","chipboh","chipbor","chipbpa","chipbri","chipbsc","chipbtn","chipbtx","chipbvt","chipbvaw","chipbwi","chipbak","chipbaz","chipbco","chipbsd","chipbdc","chipbid","chipbit","chipbmt","chipbnm","chipbut","chipbwa","chipbwy","chipbsea","chipbunk","chitotfb","chpbafri","chpbasia","chpbatli","chpbatrl","chpbaust","chpbbelg","chpbbohm","chpbcand","chpbnbr","chpbnfld","chpbnsco","chpbpei","chpbbans","chpbbram","chpbceam","chpbchin","chpbcuba","chpbdenm","chpbeuns","chpbfran","chpbbadn","chpbbava","chpbbrun","chpbhamb","chpbhanv","chpbhess","chpblubk","chpbmeck","chpbnass","chpboldn","chpbprus","chpbsaxy","chpbweim","chpbwurt","chpbgrns","chpbgerm","chpbgibr","chpbengl","chpbirel","chpbscot","chpbwale","chpbgbns","chpbgbrt","chpbgrec","chpbgrld","chpbholl","chpbhung","chpbindi","chpbital","chpbjapn","chpbluxm","chpbmalt","chpbmexi","chpbnorw","chpbpaci","chpbpol","chpbport","chpbruss","chpbhawa","chpbsoam","chpbspa","chpbswed","chpbswit","chpbturk","chpbwind","chpbfsea","chpbfunk","fips","region1","region2","level"
"1",1,"CONNECTICUT",423815,104,5,122,350498,147,78,274,524,152,122,29,133,167,1988,701,17871,305,66,44,104,6,1,1688,2694,29594,440,928,7,2304,7897,225,85,47,2646,1214,234,0,0,5,1,216,0,1,3,6,0,3,0,1,135,113639,10,48,194,17,154,36,95,10073,315,25,390,0,58,10861,3,11,44,116,33,821,963,1323,11,110,297,814,2,36,10,5,3356,659,19,1134,3704,12443,0,13001,70630,3238,288,0,87157,4,0,99,30,0,117,0,0,0,5,72,6,83,49,34,25,43,27,323,492,4,147,35,1,414015,92,5,121,344254,92,58,214,521,151,120,29,110,120,1980,377,17592,303,66,36,99,6,1,1681,2515,28728,145,920,7,2109,7805,159,64,46,2631,459,233,0,0,5,1,103,0,1,3,6,0,3,0,1,43,113534,8,48,173,17,154,36,95,10056,315,25,386,0,58,10840,3,9,41,116,29,820,963,1323,11,110,297,814,2,36,10,5,3356,659,19,1134,3704,12443,0,12992,70630,3238,288,0,87148,4,0,99,30,0,117,0,0,0,5,72,6,83,48,34,25,37,26,323,492,4,115,33,1,9565,12,0,1,6091,55,20,60,3,1,2,0,23,47,8,324,277,2,0,8,5,0,0,6,179,858,295,8,0,194,82,66,21,1,15,754,1,0,0,0,0,113,0,0,0,0,0,0,0,0,33,103,2,0,21,0,0,0,0,17,0,0,4,0,0,21,0,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,32,2,0,235,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,8,0,0,0,1,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,2
"2",2,"MAINE",578034,23,18,108,442,22,40,72,144,40,49,13,34,73,550629,143,11139,60,95,16,23,1,5,9753,162,1450,53,160,0,396,473,69,20,18,1264,329,146,0,0,3,0,59,0,0,4,2,1,2,0,0,481,48881,14,6,3,27,10,11,1,9437,8936,463,2135,125,5692,26788,8,4,17,102,21,137,44,40,0,2,9,11,0,0,3,8,164,5,0,10,212,508,0,3650,15745,998,279,0,20672,3,0,26,0,12,48,0,0,1,4,58,0,6,72,18,8,32,42,91,9,9,62,42,9,576097,22,13,108,439,19,35,59,144,39,49,13,26,52,549650,108,11091,60,95,14,21,1,5,9730,155,1421,19,160,0,386,471,52,11,18,1259,136,146,0,0,3,0,39,0,0,4,2,1,2,0,0,19,48712,9,6,3,27,10,11,1,9410,8881,463,2121,125,5661,26661,8,3,16,102,21,136,44,40,0,2,9,11,0,0,3,8,164,5,0,10,212,508,0,3645,15745,998,279,0,20667,3,0,26,0,12,48,0,0,1,3,58,0,6,68,18,8,30,41,91,9,9,41,42,9,1446,1,5,0,3,3,5,13,0,1,0,0,8,21,951,35,48,0,0,2,2,0,0,20,7,28,34,0,0,10,2,17,9,0,5,193,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,160,5,0,0,0,0,0,0,20,54,0,14,0,31,119,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,2,1,0,0,0,21,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,8,0,0,0,0,0,0,0,7,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,2
"3",3,"MASSACHUSETTS",1104032,176,22,451,17313,315,88,375,972,236,260,53,245,346,55571,1593,903297,502,186,66,210,8,6,47773,1893,24628,673,1427,27,3257,14356,532,181,72,22180,3438,521,1,2,2,0,422,0,9,0,4,2,9,4,7,321,353319,99,108,1944,82,255,104,110,38768,7063,1755,19486,899,2084,70055,7,115,128,267,166,1629,1927,1244,17,121,408,610,10,46,80,16,3710,1119,11,1056,2697,13072,0,34099,216120,9003,576,80,259878,24,0,480,14,58,454,12,5,5,20,302,49,272,735,154,53,152,179,1386,491,50,279,103,23,1090843,150,18,446,16971,247,57,253,962,234,260,53,208,286,55460,840,896372,496,186,50,197,8,6,47692,1790,24031,207,1385,27,2939,14167,308,142,70,22110,1124,519,1,2,2,0,230,0,9,0,4,2,9,3,7,303,352313,77,106,1825,80,255,104,110,38689,6962,1755,19120,886,2079,69491,7,29,117,267,153,1627,1926,1244,17,121,408,610,10,46,80,16,3710,1119,11,1056,2696,13070,0,34081,216120,9000,576,80,259857,24,0,479,14,57,453,2,5,5,18,302,41,272,730,148,51,135,177,1384,491,49,177,102,22,13055,26,3,5,338,66,31,122,10,2,0,0,37,60,105,751,6819,6,0,16,13,0,0,79,103,592,465,42,0,318,185,224,39,2,70,2313,2,0,0,0,0,192,0,0,0,0,0,0,1,0,18,892,22,2,119,2,0,0,0,63,101,0,366,13,5,548,0,0,11,0,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,18,0,3,0,0,21,0,0,1,0,1,1,0,0,0,2,0,8,0,4,6,2,16,2,2,0,1,102,1,1,134,0,1,0,4,2,0,0,0,0,0,0,0,0,6,2,106,0,0,0,0,0,0,2,0,5,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,1,1,2
"4",4,"NEW HAMPSHIRE",288689,15,5,70,617,14,5,50,191,32,57,7,50,25,11404,84,16510,89,56,18,37,2,0,242374,121,2499,28,212,2,307,509,40,32,8,12837,186,108,1,0,1,0,34,0,3,0,0,5,1,0,5,38,29611,4,2,8,14,9,0,4,11916,239,6,517,22,255,12955,1,5,5,11,0,60,38,46,4,4,5,24,0,1,10,0,71,35,0,13,185,436,0,2679,12190,892,27,107,15895,1,0,5,3,7,9,0,0,0,1,55,0,2,12,2,4,9,7,42,11,9,11,11,1,288117,15,5,70,617,13,4,39,191,32,57,7,47,23,11389,69,16486,89,56,17,37,2,0,242044,121,2493,15,212,2,303,509,19,26,8,12823,92,107,1,0,1,0,29,0,2,0,0,5,1,0,5,34,29580,2,2,8,14,9,0,4,11901,239,6,514,22,255,12937,1,5,5,11,0,59,38,46,4,4,5,24,0,1,10,0,71,35,0,13,185,436,0,2679,12190,892,27,107,15895,1,0,5,3,3,9,0,0,0,1,55,0,2,12,2,4,9,7,42,11,9,5,11,1,562,0,0,0,0,1,1,11,0,0,0,0,3,2,8,15,24,0,0,1,0,0,0,329,0,6,13,0,0,4,0,21,6,0,13,94,1,0,0,0,0,5,0,0,0,0,0,0,0,0,4,18,2,0,0,0,0,0,0,2,0,0,3,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,1,2
"5",5,"RHODE ISLAND",161957,28,1,71,5524,197,25,91,132,45,28,6,47,28,1875,637,18719,66,15,15,26,14,1,1242,504,3932,103,202,0,921,125269,101,11,7,944,683,111,0,0,2,0,193,0,0,0,4,2,2,0,0,133,55396,22,3,81,13,19,6,19,8945,181,30,949,69,68,10242,0,0,38,24,1,167,110,136,0,10,63,79,0,9,7,10,337,93,2,116,229,1201,2,9291,31534,1948,56,155,42984,2,0,45,5,13,58,0,0,2,2,22,2,13,146,13,4,13,12,106,74,1,29,12,0,156927,21,1,66,5312,105,17,75,128,39,28,3,38,18,1857,157,18523,65,14,9,22,14,1,1237,432,3669,38,195,0,738,122626,67,11,5,938,166,111,0,0,2,0,48,0,0,0,3,2,1,0,0,125,55292,9,3,43,13,19,6,19,8933,180,30,939,69,67,10218,0,0,36,24,0,167,110,136,0,10,62,79,0,9,7,10,337,93,2,116,229,1200,2,9285,31534,1947,56,155,42977,2,0,45,5,12,58,0,0,2,1,22,2,13,146,13,4,11,11,106,74,1,16,12,0,4876,7,0,5,193,92,8,16,4,6,0,3,9,10,12,480,195,1,1,6,3,0,0,5,72,261,65,7,0,183,2520,34,0,2,6,516,0,0,0,0,0,145,0,0,0,0,0,1,0,0,8,104,13,0,38,0,0,0,0,12,1,0,10,0,1,24,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,13,0,0,154,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,1,2
"6",6,"VERMONT",283396,17,5,70,1613,15,12,32,268,49,69,7,64,29,1251,78,9202,162,56,14,41,5,2,13540,193,11297,25,310,10,289,374,30,12,8,243814,163,235,0,0,1,0,26,0,0,0,0,0,0,0,0,8,47155,5,6,3,1,2,1,0,28331,70,5,79,0,59,28544,0,1,4,21,3,93,18,23,0,2,7,36,0,0,0,0,115,7,0,24,138,370,0,1946,14080,1240,565,36,17867,1,0,20,0,9,17,0,0,0,5,34,0,1,9,1,0,3,7,83,19,3,5,17,0,282492,16,4,70,1603,15,11,26,267,49,69,7,61,19,1244,48,9155,162,56,11,40,5,2,13519,189,11235,13,308,10,283,373,15,9,7,243272,57,235,0,0,1,0,19,0,0,0,0,0,0,0,0,7,47121,2,6,2,1,2,1,0,28304,70,5,79,0,59,28517,0,1,2,21,3,93,18,23,0,2,7,36,0,0,0,0,115,7,0,24,138,370,0,1945,14080,1240,565,36,17866,1,0,20,0,9,17,0,0,0,5,34,0,1,9,1,0,3,7,83,19,3,5,17,0,900,1,1,0,10,0,1,6,1,0,0,0,3,10,7,30,47,0,0,3,1,0,0,20,3,62,12,2,0,6,1,15,3,1,540,106,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,24,3,0,1,0,0,0,0,17,0,0,0,0,0,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1,2
"7",11,"DELAWARE",115879,7,4,11,185,94754,17,24,46,37,11,0,20,24,81,7146,331,19,4,10,32,0,0,56,2039,1311,49,152,0,8764,59,39,27,4,66,450,17,0,0,0,0,79,0,1,0,0,0,2,0,0,1,9136,5,6,2,1,8,2,1,89,6,1,10,0,6,112,0,0,17,8,2,127,169,121,1,16,33,122,0,4,1,5,209,31,0,282,148,1142,0,1421,5907,229,43,0,7600,2,0,16,3,0,5,0,0,0,0,0,2,4,1,3,0,8,3,9,33,0,10,4,0,93101,7,3,9,183,74540,8,11,44,36,11,0,18,17,81,5291,327,19,4,9,30,0,0,56,1959,1299,29,149,0,8444,58,31,6,2,66,262,17,0,0,0,0,71,0,1,0,0,0,2,0,0,1,9120,4,6,2,1,8,2,1,85,6,1,10,0,6,108,0,0,17,8,0,127,169,121,1,16,33,122,0,4,1,5,208,31,0,282,148,1141,0,1419,5907,229,43,0,7598,2,0,16,3,0,5,0,0,0,0,0,2,4,1,3,0,7,3,9,33,0,5,4,0,22778,0,1,2,2,20214,9,13,2,1,0,0,2,7,0,1855,4,0,0,1,2,0,0,0,80,12,20,3,0,320,1,8,21,2,0,188,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,2
"8",12,"NEW JERSEY",717153,116,15,201,5448,3359,111,404,717,321,179,23,278,342,1948,3384,6068,526,78,93,267,9,1,1202,575245,74750,400,1868,14,32947,879,494,152,99,1390,2810,364,0,1,1,0,413,2,7,0,4,4,1,1,6,211,188943,29,34,5,40,686,191,271,1990,113,34,254,4,79,2474,11,30,109,510,27,3130,7768,6822,121,321,1958,5274,9,413,219,135,16044,2444,34,6362,6077,54001,3,26614,86784,5710,804,397,120309,12,0,2944,85,40,257,11,7,3,46,90,1,279,37,90,2,118,71,554,2061,22,255,86,12,686589,94,14,195,5369,1732,82,317,715,318,179,23,255,307,1941,1891,6008,524,78,84,258,9,1,1195,552795,73568,220,1851,14,31397,871,362,128,95,1389,1383,364,0,1,1,0,337,2,6,0,4,4,1,1,5,201,188818,23,34,4,40,686,191,271,1958,113,34,250,4,78,2437,11,25,101,510,27,3128,7767,6822,121,321,1958,5274,9,413,219,135,16044,2444,34,6362,6076,53999,3,26606,86784,5708,804,396,120298,12,0,2944,85,40,257,1,7,3,44,90,0,279,36,90,2,113,71,554,2061,22,227,84,8,30548,22,1,6,79,1623,29,87,2,3,0,0,23,35,7,1493,60,2,0,9,9,0,0,7,22443,1182,180,17,0,1545,8,132,24,4,1,1427,0,0,0,0,0,76,0,1,0,0,0,0,0,1,10,110,6,0,1,0,0,0,0,32,0,0,4,0,1,37,0,0,8,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,8,0,2,0,1,11,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,5,0,0,0,0,28,2,4,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,1,2
